catalogId,name,category,atc5_code,atc5_name,package_moh,administrationNotes,alternativeMedications,atc5_system,contraindications,currency,form,ingredients,lastUpdated,manufacturer_country,manufacturer_name,manufacturers_administration_recommendation,max_price_with_vat,max_retail_price,max_wholesale_price,method,package_barcode,package_name,package_pharmasoft,package_superpharm,package_yarpa,packaging_description,quantity_unit,quantity_value,registrationNumber,registrationValidity,retail_margin,route,schema_version,shelf_life,sideEffect,site,snomed_ct_clinical_code,snomed_ct_clinical_name,snomed_ct_integration_code,snomed_ct_integration_name,status,storage_conditions,strength_unit,strength_value,termsOfIssue,treatmentDescriptions,warnings,filename
89dd7236-7c94-406a-b1b2-a8e63ad08d11,SPINRAZA,prescription,,,8467,,,,,ILS,solution for injection,NUSINERSEN 2.4  MG /,2025-07-31T08:34:01.841719,IL,מדיסון,,371481.1349,314814.5351,286195.0319,,,SPINRAZA 12MG/5ML (2.4MG/ML) 1X5ML VIAL,10142,,64847,VIAL GLASS TYPE I,units,1.0,162 58 35278 03,valid,10.0,intrathecal,1.4,48,,,,,,,,,,0,Prescription required,Spinraza is indicated for the treatment of 5q Spinal Muscular Atrophy except type 0 and type IV.,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/89dd7236-7c94-406a-b1b2-a8e63ad08d11.json
89e0db06-d0a7-4f25-866d-ca2bbc52626e,ETORICOXIB TARO 120 MG,prescription,M01AH05,ETORICOXIB,8209,,,WHO ATC Classification,,ILS,film coated tablets,ETORICOXIB,2025-07-31T02:41:49.637332,IL,תרו יבוא,,50.63365793,42.9098796,31.32108,,,ETORICOXIB TARO 30MG  28TABS,,,74261,BLISTER OPA/ALU/PVC/ALU,units,28.0,160 52 34825 00,valid,37.0,per os,1.4,36,,,,,,,,,,0,Prescription required,Indicated for the symptomatic relief of the pain and signs of inflammation associated with acute gouty arthritis.,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/89e0db06-d0a7-4f25-866d-ca2bbc52626e.json
89e79596-edc4-47cc-86d3-31ba22d234dc,FENISTIL DROPS,prescription,R06AB03,DIMETINDENE,2469,,,WHO ATC Classification,,ILS,drops,DIMETINDENE MALEATE/ML,2025-07-31T02:57:22.458868,IL,ג.ס.ק קונסיומר,,19.6983029,16.69347703,12.18501973,,7298120000274,FENISTIL DROPS 20ML,6322,,8387,BOTTLE GLASS TYPE III,units,20.0,034 23 22255 00,valid,37.0,per os,1.4,24,,,,,,,,,,0,Prescription required,"Antipruritic, antihistaminic and antiallergic.",תרופה שאושרה לשימוש כללי בקופ'ח ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/89e79596-edc4-47cc-86d3-31ba22d234dc.json
89f3a19f-8393-4883-a6db-694b6aa133fe,RIVASTIGMINE PATCH DEXCEL 9.5 MG/24 H,prescription,N06DA03,RIVASTIGMINE,8184,,,WHO ATC Classification,,ILS,patches,RIVASTIGMINE 13.8  MG,2025-07-31T07:45:30.649750,IL,דקסל פארמה,,244.294515,207.02925,165.6234,,,RIVASTIGMINE PATCH DEXCEL 9.5 MG/24 H 30PATCHES,18579,,66787,SACHET PAPER /POLYETHYLENE TEREPHTHALATE/ALUMINUM/POLYACRYLNITRILE,units,30.0,158 88 34452 00,valid,25.0,transdermal,1.4,36,,,,,,,,,,0,Prescription required,Treatment of mild to moderate dementia of the Alzheimer's type.,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/89f3a19f-8393-4883-a6db-694b6aa133fe.json
89f934f2-3b34-4625-b93a-d8570501a01f,ASSIVAL 5 MG,prescription,N05BA01,DIAZEPAM,1468,,,WHO ATC Classification,,ILS,tablets,DIAZEPAM,2025-07-30T23:28:31.792884,IL,טבע,,11.23537,9.5215,6.95,,,ASSIVAL 2MG 30TAB,1832,,20760,BLISTER PVC/ALUMINIUM,units,30.0,014 61 24381 03,valid,37.0,per os,1.4,36,,,,,,,,,,0,Prescription required,"Tension, anxiety, agitation due to acute alcohol withdrawal, adjunct for the relief of skeletal muscle spasm, convulsive disorders.",תרופה שאושרה לשימוש כללי בקופ'ח ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/89f934f2-3b34-4625-b93a-d8570501a01f.json
89fd7014-a7af-4cf1-bcfc-046777b1b63e,PROFEX 150 MG,prescription,C01BC03,PROPAFENONE,4148,,,WHO ATC Classification,,ILS,tablets,PROPAFENONE HYDROCHLORIDE,2025-07-31T06:59:05.695141,IL,תרו,,18.96611286,16.072977,11.7321,,7290000810485,PROFEX 150MG 30TAB,16380,,66471,BLISTER PVC,units,30.0,133 93 29804 00,valid,37.0,per os,1.4,36,,,,,,,,,,0,Prescription required,Prophylaxis and treatment of ventricular arrhythmias. Prophylaxis and treatment of atrial fibrillation and flutter. Prophylaxis and treatment of Paroxysmal supraventricular tachycardia (PSVT) associated with disabling symptoms.,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/89fd7014-a7af-4cf1-bcfc-046777b1b63e.json
8a0c7f0c-5ce1-4de2-8103-672da05a6d78,PROGRAF 0.5 MG,prescription,L04AA05,TACROLIMUS,8689,,,WHO ATC Classification,,ILS,capsules,TACROLIMUS 0.5   MG,2025-07-31T07:00:00.143537,IL,אסטלס,,2637.900221,2235.508761,2032.280692,,8718692511460,PROGRAF 5 MG/ML 10 AMP,17167,,61808,BLISTER PVC/PVDC/ALUMINIUM,units,10.0,122 07 30215 00,valid,10.0,per os,1.4,36,,,,,,,,,,0,Prescription required,Prophylaxis of transplant rejection in liver  kidney or heart allograft recipients.   Treatment of allograft rejection resistant to treatment with other immunosuppressive medicinal products.,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8a0c7f0c-5ce1-4de2-8103-672da05a6d78.json
8a211efa-e507-465e-bfce-94755b0fe912,AUSTEDO 12 MG,prescription,,,8760,,,,,ILS,tablets extended release,DEUTETRABENAZINE,2025-07-31T00:26:28.921319,IL,טבע,,nan,nan,nan,,,AUSTEDO 12 MG 60 SR TAB,,,72483,BOTTLE HDPE,units,60.0,166 59 36156 00,valid,nan,per os,1.4,36,,,,,,,,,,0,Prescription required,AUSTEDO is indicated in adults for the treatment of: • Chorea associated with Huntington’s disease  • Tardive dyskinesia,תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8a211efa-e507-465e-bfce-94755b0fe912.json
8a295b22-3411-45f1-985f-fde2764e2d2c,V-MANTINE 10 MG,prescription,N06DX01,MEMANTINE,9150,,,WHO ATC Classification,,ILS,tablets orodispersible,MEMANTINE HYDROCHLORIDE,2025-07-31T10:19:03.333352,IL,ויטאמד,,136.4228171,115.612562,85.9572952,,,V-MANTINE 10 MG 28 TAB,,,42530,BLISTER ALUMINIUM /ALUMINIUM,units,28.0,162 05 34810 00,valid,34.5,per os,1.4,36,,,,,,,,,,0,Prescription required,Treatment of patients with moderate to severe Alzheimer's disease.,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8a295b22-3411-45f1-985f-fde2764e2d2c.json
8a2e309f-5e2b-4bb9-b2ae-62c0ee4364e5,ROPIVACAINE B.BRAUN 10 MG/ML,prescription,N01BB09,ROPIVACAINE,9106,,,WHO ATC Classification,,ILS,solution for injection,ROPIVACAINE HYDROCHLORIDE/ML,2025-07-31T07:48:58.212516,IL,לפידות,,284.0337173,240.7065508,204.856639,,,ROPIVACAINE B.BRAUN 2 MG/ML 20 AMP 10ml,,,45663,AMPOULES LDPE,units,20.0,156 93 34315 00,valid,17.5,"perineural, epidural",1.4,30,,,,,,,,,,0,Prescription required,Ropivacaine B. Braun 10 mg/ml is indicated in adults and adolescents aged above 12 years of age for:Surgical anaesthesiaLumbar epidural administration for surgery,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8a2e309f-5e2b-4bb9-b2ae-62c0ee4364e5.json
8a3e3a62-5c2b-4bef-8dca-d33be2589451,ESTELLE-35,prescription,N/A,,4808,,,WHO ATC Classification,,ILS,tablets,"ETHINYLESTRADIOL 0.035  MG, CYPROTERONE ACETATE",2025-07-31T02:37:59.178993,IL,תרו יבוא,,65.2012422,55.25529,41.082,,7290000808987,ESTELLE 35 21X3TAB,5408,,11997,BLISTER PVC/PVDC,units,63.0,131 46 30957 11,valid,34.5,per os,1.4,36,,,,,,,,,,0,Prescription required,"For the treatment of signs of androgenization in women such as pronounced forms of acne, androgenic alopecia and mild forms of hirsutism.",תרופה שאושרה לשימוש כללי בקופ'ח ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8a3e3a62-5c2b-4bef-8dca-d33be2589451.json
8a3e9a97-1982-4eeb-a2b1-d806b9fe760a,ABROLET SUPPOSITORIES,off-the-counter,N02BE05,PROPACETAMOL,3845,,,WHO ATC Classification,,ILS,suppositories,PARACETAMOL,2025-07-31T10:59:18.819101,IL,רקח,,17.7826,15.07,nan,,7290008089500,ABROLET SYRUP SF 115ML,1637,,,FOIL PVC/ALUMINIUM,units,115.0,027 21 24032 00,valid,nan,rectal,1.4,24,,,,,,,,,,0,,"Analgesic, antipyretic pediatric suppositories.",תרופה שאושרה לשימוש כללי בקופ'ח ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8a3e9a97-1982-4eeb-a2b1-d806b9fe760a.json
8a42801e-e729-46c7-ac74-c6582d7a06b2,BACLOFENE BIOINDUSTRIA L.I.M 10 MG/5 ML,prescription,M03BX01,BACLOFEN,8619,,,WHO ATC Classification,,ILS,solution for injection,BACLOFEN/,2025-07-30T23:33:36.963554,IL,פרופארם,,1573.029963,1333.07624,1134.53297,,8059617890117,BACLOFENE BIOINDUSTRIA L.I.M 10 MG/5 ML 5 AMP,,,55689,AMPOULES GLASS TYPE I,units,5.0,160 02 35025 00,valid,17.5,intrathecal,1.4,36,,,,,,,,,,0,Prescription required,"Baclofene Bioindustria L.I.M. 10mg/5ml is indicated in patients with severe chronic spasticity resulting from trauma, multiple sclerosis or other spinal cord disorders, who are unresponsive to oral baclofen or other orally administered antispastic agents and/or those patients who experience unacceptable side effects at effective oral doses.Baclofene Bioindustria L.I.M. 10mg/5ml is effective in adult patients with severe chronic spasticity of cerebral origin, resulting e.g. from cerebral palsy, brain trauma or cerebrovascular accident; however, clinical experience is limited.Pediatric population:Baclofene Bioindustria L.I.M. 10mg/5ml is indicated in patients aged 4 to <18 years with severe chronic spasticity of cerebral origin or of spinal origin (associated with injury, multiple sclerosis, or other spinal cord diseases) who are unresponsive to orally administered antispastics (including oral baclofen) and/or who experience unacceptable side effects at effective oral doses.",תרופה שאושרה לשימוש כללי בקופ'ח ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8a42801e-e729-46c7-ac74-c6582d7a06b2.json
8a5e2766-d270-4d31-8b81-fe1190fdadc2,HERCEPTIN  440 MG I.V,prescription,L01FD01,TRASTUZUMAB,7771,,,WHO ATC Classification,,ILS, powder for concentrate for solution for infusion ,TRASTUZUMAB/VIAL,2025-07-31T03:45:58.214440,IL,רוש,,5644.756397,4783.692075,4348.810977,,7290008140478,HERCEPTIN 600 MG / 5 ML S.C. VIAL,,,77302,VIAL GLASS TYPE I,units,1.0,113 91 29676 00,valid,10.0,i.v,1.4,48,,,,,,,,,,0,Prescription required,"Herceptin is indicated for the treatment of patients with metastatic breast cancer who have tumours that overexpress HER2:   1. As a single agent  for the treatment of those patients who have received one or more chemotherapy regimens for their metastatic disease.    2. In combination with Paclitaxel or Docetaxel  for the treatment of those patients who have not received chemotherapy for their metastatic disease.   3. Herceptin in combination with an aromatase inhibitor for the treatment of postmenopausal patients with hormone-receptor positive metastatic breast cancer.   Early breast cancer (EBC) :Herceptin is indicated to treat patients with HER2-positive early breast cancer following surgery and  chemotherapy (neoadjuvant or adjuvant)  either alone or in combination with chemotherapy excluding Anthracyclines.  Herceptin should only be used in patients whose tumors have either HER2 overexpression or HER2  gene amplification as determined by an accurate and validated assay.HER2 metastatic gastric cancer (mGC)Herceptin in combination with capecitabine or 5-fluorouracil and cisplatin is indicated for the treatment of patients with HER2 positive metastatic adenocarcinoma of the stomach or gastro-esophageal junction who have not received prior anti-cancer treatment for their metastatic disease.Herceptin should only be used in patients with metastatic gastric cancer whose tumours have HER2 overexpression as defined by IHC2+ and a confirmatory FISH+ result, or IHC 3+, as determined by an accurate and validated assay",תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8a5e2766-d270-4d31-8b81-fe1190fdadc2.json
8a780af5-2499-4bab-a60b-8f35b4ac4169,ELTROXIN TABLETS 50 MCG,prescription,H03AA01,LEVOTHYROXINE SODIUM,263,,,WHO ATC Classification,,ILS,tablets,LEVOTHYROXINE SODIUM 0.05   MG,2025-07-31T02:17:06.774829,IL,פאדאגיס,,31.78655916,26.937762,19.6626,,7298074011104,ELTROXIN 100MCG 100T,5665,,14586,BOTTLE POLYPROPYLENE,units,100.0,055 82 20571 00,valid,37.0,per os,1.4,24,,,,,,,,,,0,Prescription required,Treatment of hypothyroidism. Cretinism and juvenile myxoedema.,תרופה שאושרה לשימוש כללי בקופ'ח ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8a780af5-2499-4bab-a60b-8f35b4ac4169.json
8a8c58da-7fdb-4ea5-92c2-7861f5bae4be,RELAXINE,off-the-counter,,,5602,,,,,ILS,film coated tablets,VALERIAN DRY EXTRACT,2025-07-31T12:55:03.451528,IL,ליף- תרימה,,59.5074,50.43,nan,,,RELAXIN LIFE 30 TAB,,,,BLISTER PVC/PVDC/ALUMINIUM,units,30.0,115 58 29788 00,valid,nan,per os,1.4,36,,,,,,,,,,0,,Relief of mild symptoms of mental stress and to aid sleep.,תרופה שאושרה לשימוש כללי בקופ'ח ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8a8c58da-7fdb-4ea5-92c2-7861f5bae4be.json
8ad26623-b367-49e7-87de-f349e622b796,NIPRUSS ®,prescription,C02DD01,NITROPRUSSIDE,8817,,,WHO ATC Classification,,ILS,powder for solution for infusion,NITROPRUSSIDE SODIUM ANHYDROUS 52.75  MG,2025-07-31T05:47:24.456243,IL,מדי מרקט,,nan,nan,nan,,7290015841283,NIPRUSS  60 MG 5 AMP,,,67230,AMPOULES GLASS TYPE I,units,5.0,164 33 35970 00,valid,nan,i.v,1.4,60,,,,,,,,,,0,Prescription required,Nipruss is indicated in:• Hypertensive crisis• Controlled intraoperative hypotension Nipruss is not suitable for permanent therapy.,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8ad26623-b367-49e7-87de-f349e622b796.json
8adc526d-bafc-4262-a039-4b7267b71c16,ONCOTICE,prescription,L03AX03,BCG VACCINE,8564,,,WHO ATC Classification,,ILS,powder for solution for instillation,BCG STRAIN 200 - 800 MIU,2025-07-31T06:11:45.895604,IL,מ.ס.ד. ישראל,,531.9154194,450.7757992,383.638978,,7290006537195,ONCOTICE  500 MU 1 VIAL,,,10567,VIAL GLASS TYPE I,units,1.0,103 18 28561 00,valid,17.5,intra-vesically,1.4,12,,,,,,,,,,0,Prescription required,OncoTICE is used as a treatment of flat  urothelial cell carcinoma in situ (CIS) of the bladder and as an adjuvant therapy after transurethral resection (TUR) of a primary or relapsing superficial papillary urothelial cell carcinoma of the bladder stage Ta (grade 2 or 3) or T1 (grade 1 2 or 3).   OncoTICE is only recommended for stage Ta grade 1 papillary tumors  when there is judged to be a high risk of tumor recurrence.,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8adc526d-bafc-4262-a039-4b7267b71c16.json
8b033c62-7cdf-4f3e-b19a-b4c61d3f2725,PROMEZOLE 2 MG/ML,prescription,A02BC01,OMEPRAZOLE,9540,,,WHO ATC Classification,,ILS,powder for oral suspension,OMEPRAZOLE/BOTTLE,2025-07-31T07:01:44.397179,IL,סופר-פארם,,839.4114651,711.36568,605.4176,,,PROMEZOLE 2 MG/ML 1 BOTTLE,,,,BOTTLE HDPE,units,1.0,177 08 37642 99,valid,17.5,per os,1.4,24,,,,,,,,,,0,Prescription required,"For Adults : • Treatment of duodenal ulcers • Prevention of relapse of duodenal ulcers • Treatment of gastric ulcers • Prevention of relapse of gastric ulcers • In combination with appropriate antibiotics, Helicobacter pylori (H.pylori) eradication in peptic ulcer disease • Treatment of NSAID-associated gastric and duodenal ulcers • Prevention of NSAID-associated gastric and duodenal ulcers in patients at risk • Treatment of reflux esophagitis • Long-term management of patients with healed reflux esophagitis • Treatment of symptomatic gastro-esophageal reflux diseasePaediatric use (children over 1 month of age) : • Treatment of reflux esophagitis • Symptomatic treatment of heartburn and acid regurgitation in gastroesophagealreflux diseasePaediatric use (children over 4 years of age and adolescents) :• In combination with antibiotics in treatment of duodenal ulcer caused by H. pylori",,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8b033c62-7cdf-4f3e-b19a-b4c61d3f2725.json
8b14836f-d0bf-4be2-97fb-998ba498f765,PEMETREXED SANDOZ ® 25 MG/ML,prescription,L01BA04,PEMETREXED,8234,,,WHO ATC Classification,,ILS,concentrate for solution for infusion,PEMETREXED AS DISODIUM HEMIPENTAHYDRATE/ML,2025-07-31T06:32:27.119617,IL,סנדוז,,1074.694452,910.75801,775.1132,,,PEMETREXED SANDOZ 100	mg VIAL,10381,,25960,VIAL GLASS TYPE I,units,1.0,179 06 37262 99,valid,17.5,i.v,1.4,18,,,,,,,,,,0,Prescription required,Pemetrexed Sandoz in combination with cisplatin is indicated for the treatment of patients with malignant pleural mesothelioma whose disease is unresectable or who are otherwise not candidates for curatible surgery. Pemetrexed Sandoz in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. Pemetrexed Sandoz is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. Pemetrexed Sandoz is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy.,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8b14836f-d0bf-4be2-97fb-998ba498f765.json
8b1c7105-e527-4523-bc50-9d3bf333bbbf,CASPOVIDAE 50 MG,prescription,J02AX04,CASPOFUNGIN,8596,,,WHO ATC Classification,,ILS,powder for concentrate for solution for infusion,CASPOFUNGIN AS ACETATE/VIAL,2025-07-31T00:57:09.895635,IL,SK PHARM(KS KIM),,1274.3241,1079.935726,919.094235,,,CASPOVIDAE 70 MG 1 VIAL,10702,,3782,VIAL GLASS TYPE I,units,1.0,163 22 35317 00,valid,17.5,i.v,1.4,36,,,,,,,,,,0,Prescription required,"Indicated in adults and pediatric patients (3 months and older) for: - Empirical therapy for presumed fungal infections in febrile, neutropenic patients.- Treatment of candidemia and the following candida infections: intra-abdominal abscesses, peritonitis and pleural space infections. Has not been studied in endocarditis, ostemyelitis, and meningitis due to Candida.- Treatment of esophageal candidiasis.- Treatment of invasive aspergillosis in patients who are refractory to or intolerant to other therapies (i.e. amphotericin B, lipid formulations of amphotericin B, and/or itraconazole). Has not been studied as initial therapy for invasive aspergillosis.", ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8b1c7105-e527-4523-bc50-9d3bf333bbbf.json
8b373c3e-0c0e-4b55-aceb-9a3be989496d,ROSETEMIB S.K. 5/10 MG,prescription,C10BA06,ROSUVASTATIN AND EZETIMIBE,9539,,,WHO ATC Classification,,ILS,film coated tablets,"EZETIMIBE, ROSUVASTATIN AS CALCIUM",2025-07-31T07:50:00.102975,IL,SK PHARM(KS KIM),,110.1714516,93.36564106,69.4168335,,,ROSETEMIB S.K. 5/10 MG 30 TAB,,,58760,BLISTER AL/OPA/AL/PVC,units,30.0,175 16 36802 99,valid,34.5,per os,1.4,36,,,,,,,,,,0,Prescription required,"Primary Hypercholesterolaemia/Homozygous Familial Hypercholesterolaemia (HoFH):ROSETEMIB S.K is indicated for substitution therapy in adult patients who are adequately controlled with rosuvastatin and ezetimibe given concurrently at the same dose level as in the fixed combination, but as separate products, as adjunct to diet for treatment of primary hypercholesterolaemia (heterozygous familial and non-familial) or homozygous familial hypercholesterolaemia.",תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8b373c3e-0c0e-4b55-aceb-9a3be989496d.json
8b3f108d-a883-4fe3-aa39-be72b7a23bb9,HULIO,prescription,L04AB04,ADALIMUMAB,9096,,,WHO ATC Classification,,ILS,solution for injection,ADALIMUMAB/ML,2025-07-31T03:47:28.016510,IL,דקסל פארמה,,2331.675847,1975.996569,1796.360517,,,HULIO 40MG/0.8ML 2 PEN,8489,,72623,PRE-FILLED PEN GLASS TYPE I,units,2.0,167 87 36610 00,valid,10.0,s.c,1.4,36,,,,,,,,,,0,Prescription required,"Rheumatoid arthritis: Hulio in combination with methotrexate is indicated for:-The treatment of moderate to severe, active rheumatoid arthritis in adult patients when the response to disease-modifying anti-rheumatic drugs including methotrexate has been inadequate.-The treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate.Hulio can be given as monotherapy in case of intolerance to methotrexate or when continued treatment with methotrexate is inappropriate.Adalimumab has been shown to reduce the rate of progression of joint damage as measured by X-ray and to improve physical function, when given in combination with methotrexate.Axial spondyloarthritis: Ankylosing spondylitis (AS): Hulio is indicated for the treatment of adults with severe active ankylosing spondylitis who have had an inadequate response to conventional therapy.Axial spondyloarthritis without radiographic evidence of AS: Hulio is indicated for the treatment of adults with severe axial spondyloarthritis without radiographic evidence of AS, but with objective signs of inflammation by radiological and/or laboratory tests including MRI and serum CRP levels , who have had an inadequate response to, or are intolerant to, non-steroidal anti-inflammatory drugs.  Psoriatic arthritis: Hulio is indicated for the treatment of active and progressive psoriatic arthritis in adults when the response to previous disease-modifying anti rheumatic drug therapy has been inadequate. Adalimumab has been shown to reduce the rate of progression of peripheral joint damage as measured by X-ray in patients with polyarticular symmetrical subtypes of the disease and to improve physical function.Psoriasis: Hulio is indicated for the treatment of moderate to severe chronic plaque psoriasis in adult patients who are candidates for systemic therapy.Hidradenitis suppurativa (HS): Hulio is indicated for the treatment of active moderate to severe hidradenitis suppurativa (acne inversa) in adult patients with an inadequate response to conventional systemic HS therapy.Crohn’s disease:Hulio is indicated for reducing signs and symptoms and inducing and maintaining clinical remission in adult patients with moderately to severely active Crohn’s disease who have had an inadequate response to conventional therapy. Hulio is indicated for reducing signs and symptoms and inducing clinical remission in these patients if they have also lost response to or are intolerant to infliximab. Ulcerative colitis: Hulio is indicated for treatment of moderately to severely active ulcerative colitis in adult patients who have had an inadequate response to conventional therapy including corticosteroids and 6-mercaptopurine (6-MP) or azathioprine (AZA), or who are intolerant to or have medical contraindications for such therapies. Uveitis: Hulio is indicated for the treatment of non-infectious intermediate, posterior and panuveitis in adult patients who have had an inadequate response to corticosteroids, in patients in need of corticosteroid-sparing, or in whom corticosteroid treatment is inappropriate.Intestinal Behcet's disease: Hulio is indicated for the treatment of intestinal Behcet’s disease in patients who have had an inadequate response to conventional therapy.",תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8b3f108d-a883-4fe3-aa39-be72b7a23bb9.json
8b454e9f-ffd8-4d3b-99d6-0d9242fe4a03,REQUIP MODUTAB 2 MG,prescription,N04BC04,ROPINIROLE,6354,,,WHO ATC Classification,,ILS,film coated tablets - prolonged release,ROPINIROLE AS HYDROCHLORIDE,2025-07-31T07:27:13.658006,IL,ג.ס.ק,,69.38670961,58.80229889,43.71918133,,7290010140510,REQUIP MODUTAB 4MG 28 FILM COATED TABLETS,18408,,81952,BLISTER PVC/PE/PVDC,units,28.0,141 62 31838 01,valid,34.5,per os,1.4,24,,,,,,,,,,0,Prescription required,"Treatment of Parkinson’s disease under the following conditions:•         Initial treatment as monotherapy, in order to delay the introduction of levodopa•         In combination with levodopa, over the course of the disease, when the effect of levodopa wears off or becomes inconsistent and fluctuations in the therapeutic effect occur (“end of dose” or “on-off” type fluctuations).""",תרופה מוגבלת לרישום ע'י רופא מומחה או הגבלה אחרת ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8b454e9f-ffd8-4d3b-99d6-0d9242fe4a03.json
8b458d72-c051-4084-8161-34d44d10c784,NUROFEN QUICK 256 MG,off-the-counter,M02AA13,IBUPROFEN,5569,,,WHO ATC Classification,,ILS,tablets,IBUPROFEN SODIUM,2025-07-31T12:39:28.626478,IL,רקיט בנקיזר,,65.3366,55.37,nan,,7290101866961,NUROFEN QUICK 512 MG 24 TAB,14660,,,BLISTER PVC/PVDC,units,24.0,142 71 31929 00,valid,nan,per os,1.4,24,,,,,,,,,,0,,"For the symptomatic relief of mild to moderate pain, such as hedache, backache, period pain, dental pain, neuralgia, rheumatic and muscular pain, the pain of non-serious arthritis, migraine, cold and flu symptoms, sore throat and fever.",תרופה שאושרה לשימוש כללי בקופ'ח ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8b458d72-c051-4084-8161-34d44d10c784.json
8b4ebb4e-ff2b-4cae-84d4-92ea77c77593,BUPIVACAINE BAXTER 5 MG/ML,prescription,N01BB01,BUPIVACAINE,8993,,,WHO ATC Classification,,ILS,solution for injection,BUPIVACAINE AS HYDROCHLORIDE ANHYDROUS/,2025-07-30T23:45:52.407927,IL,מרגלית,,102.0441816,86.47812,64.296,,,BUPIVACAINE BAXTER 5 MG/ML 20ML 5 VIAL,,,59061,VIAL GLASS TYPE I,units,5.0,163 50 35009 00,valid,34.5,"caudal, epidural, intercostal, pudental, sacral, paracervical",1.4,36,,,,,,,,,,0,Prescription required,Long acting local anaesthetic.,תרופה שאושרה לשימוש כללי בקופ'ח ,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8b4ebb4e-ff2b-4cae-84d4-92ea77c77593.json
8b6076b1-e379-4b20-8dd0-b738fa12d834,TADALAMED 10 MG,prescription,G04BE08,TADALAFIL,9320,,,WHO ATC Classification,,ILS,film coated tablets,TADALAFIL,2025-07-31T08:59:38.386689,IL,אינובמד,,237.1314725,200.958875,160.7671,,,TADALAMED 20 MG 4 tabs,23572,,2926,BLISTER PVDC/PVC/PE // PAPER/PET/ALU,units,4.0,169 52 37026 99,valid,25.0,per os,1.4,24,,,,,,,,,,0,Prescription required,For the treatment of Erectile dysfunction in adult men.,,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8b6076b1-e379-4b20-8dd0-b738fa12d834.json
8b673fd5-b966-4e20-a638-de32f01fc35f,MIOZAC,prescription,C01CA07,DOBUTAMINE,9500,,,WHO ATC Classification,,ILS,concentrate for solution for infusion,DOBUTAMINE AS HYDROCHLORIDE 12.5 MG/ML,2025-07-31T05:27:18.998344,IL,רז פרמהצפטי,,29.84948888,25.29617814,18.46436361,,7290018490310,MIOZAC 12.5 MG/ML 20ML 1 VIAL,24776,,30489,VIAL GLASS TYPE I,units,1.0,174 22 36662 99,valid,37.0,i.v,1.4,24,,,,,,,,,,0,Prescription required,"Dobutamine is indicated for patients who require a positive inotropic support in the short term treatment of adults with cardiac decompensation due to depressed contractility resulting either from organic heart disease or from cardiac surgical procedures, especially when a low cardiac output is associated with raised pulmonary pressure.",,https://github.com/FormidableCare/OpenMed/tree/main/catalog/8b673fd5-b966-4e20-a638-de32f01fc35f.json
